"Date","Commercial Banks & NFIs – Credit to the Private Sector (TT$Mn)","Currency in Active Circulation (TT$Mn)","Commercial Bank Reserves with Central Bank (TT$Mn)","Demand Deposits (Adj.) (TT$Mn)","Saving Deposits (Adj.) (TT$Mn)","Time Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Time Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Demand Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Savings Deposits (Adj.) (TT$Mn)","NFIs - Foreign Currency Deposits (Adj.) (TT$Mn)","Banking System: Net Domestic Credit (TT$Mn)","Loans and Advances to Central Government (TT$Mn)","Banking System: Credit to the Private Sector (TT$Mn)","Base Money M-0 (TT$Mn)","Narrow Money M-1A (TT$Mn)","Money Supply M-1C (TT$Mn)","Money Supply M-2 (TT$Mn)","Money Supply M-2* (TT$Mn)","Money Supply M-3 (TT$Mn)","Money Supply M-3* (TT$Mn)","Quasi Money (TT$Mn)","Commercial Banks & NFIs - Total Deposits Outstanding (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Consumers (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Incorporated Businesses (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Non-Financial State Enterprises (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Private Financial Institutions (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Public Sector (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Unincorporated Businesses (TT$Mn)","Banking System Investments (TT$Mn)","Commercial Banks & NFIs - Total Investment (Net) - TT$Mn","Commercial Banks & NFIs - Reserves (TT$Mn)","Commercial Banks & NFIs - Share Capital (TT$Mn)","Commercial Banks & NFIs - Total Loans Outstanding (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Consumers (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Incorporated Businesses (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Non-Financial State Enterprises (TT$Mn)","Commercial Banks & NFIs - Loans (Net) (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Private Financial Institutions (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Public Sector (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Unincorporated Businesses (TT$Mn)","Commercial Banks & NFIs - Other Liabilities (TT$Mn)","Commercial Banks & NFIs - Total Liabilities (TT$Mn)","Commercial Banks & NFIs - Total Real Estate Mortgage Loans (TT$Mn)"
"Aug-1997","12715.10","969.9","2054.7","2438.3","4767.2","2798.4","3194.5","1520.2","585.3","1187.9","415.5","12957.9","183.2","11220.8","3024.5","3408.2","8175.4","10973.7","14168.2","13775.7","17357.3","7565.5","16927.1","12328.2","2114.8","315.5","1081.8","823.9","262.9","7270.1","9118.7","223.4","3255.5","11590.4","5099.3","4642.1","515.1","11186.4","287.8","84.8","961.3","10352.1","32010.8","3004"
"Jul-1997","12392.60","954.6","2164.9","2731.7","4753.9","2743.1","2813.6","1412.7","518.0","1032.6","401.0","12654.4","155.7","10917.8","3119.5","3686.3","8440.2","11183.2","13996.9","13745.8","16913.8","7497","16788.4","12234.9","1946.1","346","1209.1","778.1","274.2","7274.2","9222.2","206.2","3232.8","11544.6","5011.3","4651.4","541.9","11141.9","287.2","85.1","967.7","10347.6","31966.6","2982.7"
"Jun-1997","12181.80","916.9","2340.6","2831.2","4701.1","2637.4","2823.5","1554.1","269.6","1060.0","369.6","12192.2","267.9","10477.8","3257.6","3748.1","8449.3","11086.7","13910.1","13539.0","16682.2","7338.5","16658.9","12237.2","1821.9","479.4","1007.5","803.6","309.3","7001.8","8937.6","204.4","2451.3","11444.4","4807.6","4525.2","562.8","11060.1","385.1","89.8","1073.7","10717.8","31349.3","3464"
"May-1997","11767.80","944.6","2069.4","2529.8","4674.2","2663.4","2878.5","1630.7","270.5","1013.8","340.5","12349","559.8","10319.8","3014","3474.4","8148.7","10812.1","13690.5","13340.6","16531.8","7337.6","16290.7","12137.2","1836.7","334.7","956.6","762.4","263.1","6810.6","8727.9","223.8","2417.1","11412.5","4668.7","4731.2","600.9","11029.1","397.9","69.2","944.7","10337.5","30630.8","2736.9"
"Apr-1997","11647.10","887.7","2032.8","2465.4","4574.1","2643.0","2872.6","1571.3","374.8","1019.9","327.2","12708.6","1083.1","10148.1","2920.4","3353.1","7927.2","10570.2","13442.8","13098.9","16271.0","7217.1","16151.6","11893.2","1745.4","345.8","990.5","895.6","281.1","6743.6","8828.4","225.1","2387.9","11221.8","4596.3","4694.2","606.6","10837.2","334.6","71.3","918.9","10271.8","30347.6","2731.4"
"Mar-1997","11432.70","929.6","2229.6","2511.4","4578.4","2668.7","2906.0","1609.3","320.6","1018.4","298.6","12619.4","1059","10066.3","3159.1","3441","8019.3","10688.1","13594.1","13149.0","16322.5","7247.1","16193.9","11949.4","1725","415.3","1024.4","835.3","244.5","6554.1","8471.6","230.1","2462.4","11195.5","4520.1","4643.1","623.4","10816.4","398.2","73.7","937","9893.9","30145.9","4111"
"Feb-1997","11340.50","904.5","2574.9","2545.1","4439.0","2774.2","2676.8","1500.5","310.1","975.8","284.3","12809.5","1394","9758.1","3479.4","3449.6","7888.5","10662.7","13339.6","13064.3","16002.6","7213.2","16037.5","11642.7","1582.9","340.8","1058.1","1126.4","286.6","6604.7","8076.1","200.7","2419.7","11184.2","4468","4597","711.4","10759","347.8","149.5","910.5","9963.8","30013.7","3349.2"
"Jan-1997","11347.70","890.6","2218.1","2411.7","4369.3","2702.9","2936.3","1632.9","413.9","939.1","286.3","12348.9","950.2","9728.7","3108.7","3302.4","7671.7","10374.6","13310.9","12817.3","16017.6","7072.2","15765.6","11472.9","1728.4","335.4","948","994.6","286.3","5935.5","7711.3","211.4","2418.4","11242.8","4404.6","4694.5","687.6","10815.4","363.8","176.5","915.9","10065","29692","3356.9"
"Dec-1996","11073.00","909.8","2122.3","2406.4","4305.3","2746.8","2967.8","1709.2","390.9","978.0","295.8","11973.7","638.7","9609.2","3032.1","3316.2","7621.4","10368.3","13336.0","12866.4","16109.3","7052.1","16082.2","11477.5","1812.1","396.6","1203.6","949.5","243","5898.7","7808.2","335.7","2364.4","10948","4403.8","4435","737.9","10522.9","303.6","168.4","899.5","9517.1","29624.7","3644.6"
"Nov-1996","11155.40","877.2","2054.7","2174.0","4299.5","2758.1","3123.6","1874.1","473.6","939.8","259.0","12892","1949.1","9293.2","2931.9","3051.2","7350.6","10108.8","13232.4","12685.5","16043.5","7057.6","15818.1","11505.1","1805.2","465.2","1147.2","674","221.4","5111.7","7003.1","194.6","2334.3","10938.7","4495.3","4414.5","705.5","10499.4","284.2","123.2","916","9370.2","29049.9","2892.9"
"Oct-1996","11154.30","828.4","2083.0","2090.6","4272.1","2749.5","3130.6","1988.3","387.6","904.2","222.0","12390.5","1535.5","9233.3","2911.4","2919","7191.1","9940.5","13071.1","12466.3","15796.4","7021.5","15709.4","11332.2","1561.9","546.2","1122.6","796.8","349.7","4922.9","6788","233.6","2316.6","10936.9","4361.5","4571","658.2","10497.5","295.3","139.2","911.7","9196.5","28691.9","2881.3"
"Sep-1996","10981.60","826.3","2143.6","2391.1","4219.3","2805.9","3091.8","2151.7","350.6","836.7","237.3","12332.1","1585.6","9075.5","2970","3217.4","7436.7","10242.6","13334.4","12788.0","16101.5","7025.2","16246.7","11300.7","1788.8","726.3","1254.5","951","225.4","5207.6","6715.4","202.1","2303.8","10866.1","4264.6","4504.9","740.9","10441.4","272","150.6","933.2","8220.3","28181.9","3466.4"
"Aug-1996","10928.20","855.9","1924.6","2095.1","4215.4","2714.9","2832.1","1935.0","366.7","824.2","233.5","12110.8","1468.3","8890.8","2780.6","2951","7166.4","9881.3","12713.3","12254.3","15305.4","6930.2","15498.3","11114.4","1722.4","530.7","1177.5","705.7","247.7","4918.7","6744.5","214.6","2251.3","10778.7","4214.4","4353.7","760.8","10319.5","277.5","179.7","992.6","8408.2","27620.4","2707.8"
"Jul-1996","10985.20","835.5","1892.3","1946.4","4235.0","2735.9","2859.3","1915.3","371.5","822.5","208.9","12008.9","1287.2","8971.3","2727.8","2781.9","7016.9","9752.9","12612.1","12125.4","15161.7","6970.9","15353.9","11174.4","1580.5","452.2","1168.3","772.1","206.4","4790.2","6618.2","206.9","2229.8","10755.1","4214.3","4378.9","773.3","10294.7","275.5","167.3","945.8","8380.8","27528.5","2711.8"
"Jun-1996","11048.40","838.5","1980.4","2252.2","4229.4","2904.6","2678.4","1865.5","283.0","788.2","204.5","12243","1319.8","9253.4","2818.9","3090.8","7320.1","10224.7","12903.2","12537.5","15390.8","7134","15708.9","11050.8","1456.2","695","1552.5","737.9","216.5","5199.6","7041.3","164.1","2199.3","10761","4217.2","4454.7","730","10295.6","260.6","163","935.5","8268.3","27640","3412.1"
"May-1996","10568.90","836.8","1866.9","1982.3","4160.3","2749.6","2579.8","1748.0","264.8","807.0","207.3","12148.8","1573.8","8907.5","2703.7","2819.1","6979.4","9729","12308.8","12056.8","14788.4","6909.9","14937.5","10990","1321.5","484.9","1205.8","724.5","210.6","4771.9","6551.8","177.2","2181.8","10511.8","4200.2","4225.6","713.2","10065.2","258.8","170.9","943","8463","27010.1","2649.2"
"Apr-1996","10611.60","812.4","1928.8","2031.5","4180.8","2797.7","2539.7","1743.7","229.1","801.3","196.5","11922.8","1421.4","8761.8","2741.2","2844","7024.8","9822.5","12362.3","12281.6","14973.0","6978.6","15066.5","10933.5","1281.4","651.5","1272.9","719.3","207.8","4329.9","6020.5","183.3","1948.2","10627.1","4260.1","4195.2","776.4","10183.3","304.6","170.4","920.4","8059.3","26569.9","2624.5"
"Mar-1996","10484.70","828","1917.3","2166.3","4149.9","2799.9","2469.1","1681.4","275.1","801.7","190.3","11824.6","1298.2","8845.5","2745.3","2994.4","7144.3","9944.2","12413.3","12379.6","14993.7","6949.8","15151.5","10870.1","1406.5","630.5","1321.1","684.3","239","4551.1","6274.3","145.5","1962.4","10436.8","4234.5","4161.6","734.9","9999.6","286","132.8","887","8035.6","26687.9","3554.6"
"Feb-1996","10349.30","800.1","1943.1","2092.7","4146.9","2854.7","2331.1","1641.3","237.6","767.8","193.1","11448.7","1241.7","8594.1","2743.2","2892.8","7039.7","9894.4","12225.5","12583.0","15062.3","7001.6","15097.4","10834.8","1195.5","664.2","1400.9","804.8","197.1","4199.8","5870.4","215.1","1949.8","10267.5","4241.6","4050.1","644","9802.3","273.6","150.6","907.5","7451.4","26051","2807.9"
"Jan-1996","10367.90","775.6","1931.4","2072.8","4134.5","2941.2","2186.7","1589.9","210.4","696.5","192.1","11488.8","1415.3","8364.4","2707","2848.4","6982.9","9924.2","12110.9","12716.5","15050.5","7075.7","15104.8","10707.5","1214.8","592.3","1405.3","958.8","226.2","4118.8","5699.6","230.5","1931.8","10246.6","4297.8","3999.7","679.6","9799.6","255.9","138.6","875","7139.4","25670.6","2809.5"
"Dec-1995","10347.90","832.8","2013.2","2474.5","4112.4","3033.2","2194.1","1590.0","201.1","671.8","187.6","11422.3","1296.2","8437.5","2846","3307.3","7419.7","10453","12647.1","13158.4","15499.0","7145.6","15469.2","10581.8","1593.4","697.5","1385.1","1000.8","210.6","4212.5","5953.2","300.2","1948.2","10203.4","4222.1","4009.7","627.9","9758.4","251.8","149","942.9","6974.4","25883","3518.1"
"Nov-1995","10282.40","797.1","1879.9","2122.4","4112.9","3024.6","2126.8","1555.3","207.5","645.8","160.8","11637.9","1639.9","8326.4","2677","2919.5","7032.3","10057","12183.7","12652.5","14895.2","7137.5","14903.6","10505.8","1453.3","489.8","1359.1","903.2","192.4","4055.5","5791.6","192.1","1922.2","10235","4287.1","4128.3","548","9762.1","209.4","162.8","899.4","6933.8","25253","2842.3"
"Oct-1995","10154.90","765.1","1755.5","2085.8","4095.4","2916.9","2159.9","1542.7","222.3","635.6","164.5","11181.2","1272.5","8271.9","2520.6","2850.9","6946.3","9863.2","12023.1","12475.0","14754.6","7012.3","14786","10393.9","1396.4","487.6","1392.8","922.8","192.5","3806.2","5636.2","203.9","1907.9","10146.7","4255.1","4002.9","539.3","9684","215.4","138.6","995.5","6711.2","24873.4","2895.4"
"Sep-1995","10131.80","765.8","1810.0","2091.6","4069.5","2959.0","2182.7","1567.4","199.9","646.2","174.7","11284.6","1499","8097","2575.9","2857.4","6926.9","9885.9","12068.6","12495.9","14812.8","7028.5","14825.1","10337.3","1377.6","579","1476","851","204.2","3772.4","5562.8","182.8","1891.9","10161.5","4248.4","3929","576.1","9669.9","239.9","139.4","1028.6","7008.7","25251.2","3584.3"
"Aug-1995","10215.90","769.2","1805.7","2016.0","4050.1","3108.3","2119.7","1497.1","200.0","618.1","187.9","11162.2","1441.8","7961.7","2575","2785.2","6835.4","9943.6","12063.3","12724.7","14978.8","7158.4","14791.9","10285.8","1304.4","521.3","1562.2","914.8","203.4","3506.8","5027.9","191.7","1880","10316.4","4355.5","3910.7","588.9","9758.7","239.7","156.6","1065","6584.7","24694.2","2893"
"Jul-1995","10318.90","774.2","1770.0","1943.4","4037.6","3016.8","2292.3","1503.9","212.5","652.8","211.4","10558.5","1091.6","7877","2544.2","2717.6","6755.2","9772","12064.3","12618.6","15024.8","7054.4","14753.8","10271.6","1334.3","544.5","1537.9","856.6","208.9","2347","3934.5","199.5","1866.1","10513.9","4285.5","4158.8","589.1","9956.8","246","167","1067.5","5876.8","23952.6","2863.3"
"Jun-1995","10100.50","774","1763.4","2095.4","4026.2","3038.8","2419.6","1611.5","249.9","646.5","217.4","10284.5","1004.8","7683.7","2537.4","2869.4","6895.6","9934.4","12354.0","12803.4","15331.2","7065.1","15024.9","10170.4","1509.3","642.2","1608.5","875.4","219.1","2451.2","4013.4","191.1","1849.4","10342.6","4179","4080.8","640.3","9787.4","231.7","169.2","1041.5","6146.8","24436.2","3570.1"
"May-1995","10034.30","754.6","1778.4","1858.8","3977.9","3032.1","2342.7","1616.3","224.3","621.3","284.1","10728.9","1061.2","8051.6","2533","2613.4","6591.3","9623.4","11966.0","12406.3","14987.6","7010","14746.1","10199.8","1519.8","511.9","1607.4","690.9","216.4","2186.9","3769.8","217.1","1841.3","10427.7","4178.8","4046","771.1","9872.8","223.4","163.9","1044.6","6037.3","24142.8","2854.6"
"Apr-1995","10055.90","739.9","1846.2","2023.9","3937.2","3185.2","2306.7","1615.7","189.4","622.3","223.0","10753.6","1281.5","7920","2586.2","2763.9","6701.1","9886.3","12192.9","12738.8","15223.0","7122.4","14914.9","10253.3","1542.2","557.8","1631.2","705.9","224.5","2633.3","3935.5","212.1","1811.1","10251.8","4224.4","3881.4","717.4","9695","221.4","154","1053.1","6284.1","24430.8","2901"
"Mar-1995","9882.10","736.1","1921.0","2212.2","3879.5","3158.9","2468.0","1577.2","238.1","678.4","104.0","11568.4","2094.4","7885.3","2657.1","2948.3","6827.7","9986.7","12454.7","12521.6","15050.1","7038.4","14895.5","10260.7","1732.9","640.2","1323.3","725.6","212.8","2764.9","3989.8","212.3","1795.2","10026.8","4119.4","3784.3","697.4","9479.9","167.5","156.9","1101.4","5734.4","24010.1","3469.3"
"Feb-1995","n.d","788.8","1828.8","2136.5","3865.8","3770.6","2362.6","0.0","0.0","0.0","n.d","10805.8","1776.9","7547","2617.6","2925.3","6791.1","10561.7","12924.3","13019.2","15381.8","7636.4","n.d","n.d","n.d","n.d","n.d","n.d","n.d","2713.4","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Jan-1995","n.d","723.3","1942.6","1986.1","3744.4","3319.8","1985.8","0.0","0.0","0.0","n.d","10899.1","1710.2","7723.2","2665.9","2709.4","6453.8","9773.6","11759.4","12172.2","14158.0","7064.2","n.d","n.d","n.d","n.d","n.d","n.d","n.d","2753.2","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Dec-1994","n.d","744.6","2115.5","2327.7","3687.9","3340.3","1817.2","n.d","n.d","n.d","n.d","10689.7","1809.6","7436.1","2860.1","3072.3","6760.2","10100.5","11917.7","12311.1","14128.3","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","3169.3","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Nov-1994","n.d","748.9","1960.0","1934.0","3635.2","3207.6","1457.5","n.d","n.d","n.d","n.d","11240.4","2624.7","7464.2","2708.9","2682.9","6318.1","9525.7","10983.2","11875.7","13333.2","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","2590.8","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Oct-1994","n.d","720.1","1879.6","1835.8","3613.7","3148.0","1403.5","n.d","n.d","n.d","n.d","10933.8","2395.3","7379.2","2599.7","2555.9","6169.6","9317.6","10721.1","11679.3","13082.8","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","2404.1","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Sep-1994","n.d","721.9","1855.5","1807.6","3585.1","3196.0","1282.3","n.d","n.d","n.d","n.d","11941.6","3244.9","7520.3","2577.4","2529.5","6114.6","9310.6","10592.9","11635.2","12917.5","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","2286.5","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Aug-1994","n.d","726.1","1579.2","1681.1","3559.0","3259.6","1212.2","n.d","n.d","n.d","n.d","11872.9","3074.7","7595.3","2305.3","2407.2","5966.2","9225.8","10438.0","11514.9","12727.1","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","2180.5","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Jul-1994","n.d","736","1591.8","1650.9","3563.0","3264.9","1201.3","n.d","n.d","n.d","n.d","11883.8","3026.9","7622","2327.8","2386.9","5949.9","9214.8","10416.1","11634.8","12836.1","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1811.1","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Jun-1994","n.d","710.8","1454.0","1726.4","3537.7","3322.8","1135.8","n.d","n.d","n.d","n.d","11853.3","2915.7","7634.6","2164.8","2437.2","5974.9","9297.7","10433.5","11661.5","12797.3","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1843.9","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"May-1994","n.d","707.8","1525.4","1617.9","3494.7","3367.3","1094.2","n.d","n.d","n.d","n.d","11974.1","2978.3","7593.8","2233.2","2325.7","5820.4","9187.7","10281.9","11532.1","12626.3","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1719.4","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Apr-1994","n.d","719.5","1718.7","2026.5","3520.8","3599.1","1005.0","n.d","n.d","n.d","n.d","11770","2846.4","7459.7","2438.2","2746","6266.8","9865.9","10870.9","11657.0","12662.0","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","2038.1","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Mar-1994","n.d","733.9","1487.9","1657.9","3447.6","3813.4","1007.0","n.d","n.d","n.d","n.d","12029.2","3175.3","7452.3","2221.8","2391.8","5839.4","9652.8","10659.8","11817.0","12824.0","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","2007.6","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Feb-1994","n.d","715.1","1346.6","1557.3","3440.6","3625.7","955.3","n.d","n.d","n.d","n.d","11906.6","2567.3","8003.4","2061.7","2272.4","5713.0","9338.7","10294.0","11566.5","12521.8","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1826.8","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Jan-1994","n.d","687.9","1353.9","1456.9","3395.6","3662.9","879.0","n.d","n.d","n.d","n.d","11790.7","2479.3","8006.4","2041.8","2144.8","5540.4","9203.3","10082.3","11697.7","12576.7","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1672.9","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Dec-1993","n.d","748.5","1070.8","1743.5","3388.8","3598.9","875.3","n.d","n.d","n.d","n.d","11616.7","2218.3","7994.1","1819.3","2492","5880.8","9479.7","10355.0","11664.8","12540.1","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1638.1","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Nov-1993","n.d","694.3","1077.9","1459.1","3371.6","3599.3","771.8","n.d","n.d","n.d","n.d","11727.3","2492.1","7879.1","1772.2","2153.4","5525.0","9124.3","9896.1","11365.0","12136.8","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1546","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Oct-1993","n.d","706.3","1246.2","1454.1","3429.4","3618.0","657.4","n.d","n.d","n.d","n.d","12175.3","3114","7721","1952.5","2160.4","5589.8","9207.8","9865.2","11373.6","12031.0","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1484.9","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Sep-1993","n.d","682.4","1261.3","1617.4","3453.9","3661.7","610.7","n.d","n.d","n.d","n.d","12291.1","3315.7","7598.3","1943.7","2299.8","5753.7","9415.4","10026.1","11645.0","12255.7","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1501.4","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Aug-1993","n.d","694.5","1350.0","1511.5","3387.4","3654.9","548.0","n.d","n.d","n.d","n.d","12249","3159.5","7803.2","2044.5","2206","5593.4","9248.3","9796.3","11512.2","12060.2","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1575","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Jul-1993","n.d","704","1346.6","1445.1","3424.3","3739.8","500.7","n.d","n.d","n.d","n.d","12335.8","3231.6","7863.1","2050.6","2149.1","5573.4","9313.2","9813.9","11662.7","12163.4","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1367","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Jun-1993","n.d","673.1","1333.5","1691.6","3420.1","3489.9","479.4","n.d","n.d","n.d","n.d","12413.9","3304.2","7858.1","2006.5","2364.7","5784.8","9274.7","9754.1","11605.7","12085.1","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1402.8","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"May-1993","n.d","720.4","1241.1","1520.5","3376.7","3517.6","490.3","n.d","n.d","n.d","n.d","11733.1","3430.6","7765.8","1961.5","2240.9","5617.6","9135.2","9625.5","11549.3","12039.6","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1376","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Apr-1993","n.d","704.9","1162.0","1447.9","3404.5","3535.8","377.4","n.d","n.d","n.d","n.d","12314.6","3311.7","7904.1","1866.9","2152.8","5557.3","9093.1","9470.5","11482.0","11859.4","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1320.2","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Mar-1993","n.d","687.9","1125.8","1633.3","3402.5","3582.5","0.0","n.d","n.d","n.d","n.d","12457.2","3352.7","7849.8","1824.3","2321.2","5723.7","9306.2","9306.2","11532.0","11532.0","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1297","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Feb-1993","n.d","706.3","1191.2","1585.3","3380.9","3353.9","0.0","n.d","n.d","n.d","n.d","12590.2","3679.6","7676","1910.7","2291.6","5672.5","9026.4","9026.4","11275.0","11275.0","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1283.5","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Jan-1993","n.d","713.9","1218.8","1579.5","3356.4","3381.3","0.0","n.d","n.d","n.d","n.d","12448.2","3312.2","7677.2","1932.7","2293.4","5649.8","9031.1","9031.1","11316.0","11316.0","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1338.3","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Dec-1992","n.d","697.9","1148.1","1579.5","3319.5","3661.5","n.d","n.d","n.d","n.d","n.d","12417.1","3240","7724.2","1663.5","2277.4","5596.9","9258.4","9258.4","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1146.8","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Nov-1992","n.d","676.6","1120.6","1483.8","3298.9","3653.0","n.d","n.d","n.d","n.d","n.d","12032.1","3049.3","7661.7","1993.8","2160.4","5459.3","9112.3","9112.3","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1002.8","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Oct-1992","n.d","701.6","1322.9","1644.7","3292.8","3651.8","n.d","n.d","n.d","n.d","n.d","12172.3","3319.5","7457","2014","2346.3","5639.1","9290.9","9290.9","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1085.8","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Sep-1992","n.d","681.4","1308.6","1594.4","3289.2","3640.3","n.d","n.d","n.d","n.d","n.d","12000.5","3272.7","7403.7","1988.3","2275.8","5565.0","9205.3","9205.3","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1243.7","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Aug-1992","n.d","712.2","1371.5","1632.7","3290.0","3624.1","n.d","n.d","n.d","n.d","n.d","11958.3","3251.8","7393.5","2098.3","2344.9","5634.9","9259","9259.0","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1064.5","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Jul-1992","n.d","709.1","1393.7","1615.9","3268.7","3676.6","n.d","n.d","n.d","n.d","n.d","12089.8","3368","7312.8","1987","2325","5593.7","9270.3","9270.3","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","1132.7","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
